01/04/21 (05:45:07) | INFO: New instance of bpytop version 1.0.63 started with pid 136545
04/05/21 (00:25:54) | INFO: Config file version and bpytop version missmatch, will be recreated on exit!
04/05/21 (00:25:54) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
04/05/21 (00:25:54) | DEBUG: Collect and draw completed in 0.179437 seconds
04/05/21 (00:25:54) | DEBUG: Init completed in 0.229961 seconds
04/05/21 (00:26:28) | INFO: New instance of bpytop version 1.0.64 started with pid 9561
04/05/21 (00:26:28) | INFO: Loglevel set to DEBUG
04/05/21 (00:26:28) | DEBUG: Using psutil version 5.8.0
04/05/21 (00:26:28) | DEBUG: CMD: /usr/bin/bpytop
04/05/21 (00:26:28) | INFO: Config file version and bpytop version missmatch, will be recreated on exit!
04/05/21 (00:26:28) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
04/05/21 (00:26:28) | DEBUG: Collect and draw completed in 0.179187 seconds
04/05/21 (00:26:28) | DEBUG: Init completed in 0.228758 seconds
04/05/21 (10:02:47) | INFO: New instance of bpytop version 1.0.64 started with pid 27060
04/05/21 (10:02:47) | INFO: Loglevel set to DEBUG
04/05/21 (10:02:47) | DEBUG: Using psutil version 5.8.0
04/05/21 (10:02:47) | DEBUG: CMD: /usr/bin/bpytop
04/05/21 (10:02:47) | INFO: Config file version and bpytop version missmatch, will be recreated on exit!
04/05/21 (10:02:47) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
04/05/21 (10:02:47) | DEBUG: Collect and draw completed in 0.074604 seconds
04/05/21 (10:02:47) | DEBUG: Init completed in 0.118682 seconds
04/05/21 (10:06:51) | INFO: Exiting. Runtime 0:04:04 

04/05/21 (11:13:20) | INFO: New instance of bpytop version 1.0.64 started with pid 35945
04/05/21 (11:13:20) | INFO: Loglevel set to DEBUG
04/05/21 (11:13:20) | DEBUG: Using psutil version 5.8.0
04/05/21 (11:13:20) | DEBUG: CMD: /usr/bin/bpytop
04/05/21 (11:13:20) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
04/05/21 (11:13:20) | DEBUG: Collect and draw completed in 0.239398 seconds
04/05/21 (11:13:20) | DEBUG: Init completed in 0.299721 seconds
04/05/21 (12:31:06) | INFO: New instance of bpytop version 1.0.64 started with pid 39063
04/05/21 (12:31:06) | INFO: Loglevel set to DEBUG
04/05/21 (12:31:06) | DEBUG: Using psutil version 5.8.0
04/05/21 (12:31:06) | DEBUG: CMD: /usr/bin/bpytop
04/05/21 (12:31:06) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
04/05/21 (12:31:06) | DEBUG: Collect and draw completed in 0.417856 seconds
04/05/21 (12:31:06) | DEBUG: Init completed in 0.518738 seconds
05/05/21 (17:32:11) | INFO: New instance of bpytop version 1.0.64 started with pid 49309
05/05/21 (17:32:11) | INFO: Loglevel set to DEBUG
05/05/21 (17:32:11) | DEBUG: Using psutil version 5.8.0
05/05/21 (17:32:11) | DEBUG: CMD: /usr/bin/bpytop
05/05/21 (17:32:11) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
05/05/21 (17:32:12) | DEBUG: Collect and draw completed in 0.208517 seconds
05/05/21 (17:32:12) | DEBUG: Init completed in 0.306307 seconds
05/05/21 (18:01:04) | INFO: New instance of bpytop version 1.0.64 started with pid 55178
05/05/21 (18:01:04) | INFO: Loglevel set to DEBUG
05/05/21 (18:01:04) | DEBUG: Using psutil version 5.8.0
05/05/21 (18:01:04) | DEBUG: CMD: /usr/bin/bpytop
05/05/21 (18:01:04) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
05/05/21 (18:01:04) | DEBUG: Collect and draw completed in 0.205927 seconds
05/05/21 (18:01:04) | DEBUG: Init completed in 0.301709 seconds
05/05/21 (18:04:08) | INFO: New instance of bpytop version 1.0.64 started with pid 55776
05/05/21 (18:04:08) | INFO: Loglevel set to DEBUG
05/05/21 (18:04:08) | DEBUG: Using psutil version 5.8.0
05/05/21 (18:04:08) | DEBUG: CMD: /usr/bin/bpytop
05/05/21 (18:04:08) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
05/05/21 (18:04:08) | DEBUG: Collect and draw completed in 0.356959 seconds
05/05/21 (18:04:08) | DEBUG: Init completed in 0.413815 seconds
05/05/21 (18:06:03) | INFO: New instance of bpytop version 1.0.64 started with pid 56111
05/05/21 (18:06:03) | INFO: Loglevel set to DEBUG
05/05/21 (18:06:03) | DEBUG: Using psutil version 5.8.0
05/05/21 (18:06:03) | DEBUG: CMD: /usr/bin/bpytop
05/05/21 (18:06:03) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
05/05/21 (18:06:03) | DEBUG: Collect and draw completed in 0.315316 seconds
05/05/21 (18:06:03) | DEBUG: Init completed in 0.400123 seconds
05/05/21 (19:22:46) | INFO: New instance of bpytop version 1.0.64 started with pid 1209
05/05/21 (19:22:46) | INFO: Loglevel set to DEBUG
05/05/21 (19:22:46) | DEBUG: Using psutil version 5.8.0
05/05/21 (19:22:46) | DEBUG: CMD: /usr/bin/bpytop
05/05/21 (19:22:46) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
05/05/21 (19:22:46) | DEBUG: Collect and draw completed in 0.207307 seconds
05/05/21 (19:22:46) | DEBUG: Init completed in 0.310475 seconds
05/05/21 (19:27:40) | INFO: New instance of bpytop version 1.0.64 started with pid 2860
05/05/21 (19:27:40) | INFO: Loglevel set to DEBUG
05/05/21 (19:27:40) | DEBUG: Using psutil version 5.8.0
05/05/21 (19:27:40) | DEBUG: CMD: /usr/bin/bpytop
05/05/21 (19:27:40) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
05/05/21 (19:27:40) | DEBUG: Collect and draw completed in 0.208904 seconds
05/05/21 (19:27:40) | DEBUG: Init completed in 0.289719 seconds
05/05/21 (19:28:10) | INFO: New instance of bpytop version 1.0.64 started with pid 2906
05/05/21 (19:28:10) | INFO: Loglevel set to DEBUG
05/05/21 (19:28:10) | DEBUG: Using psutil version 5.8.0
05/05/21 (19:28:10) | DEBUG: CMD: /usr/bin/bpytop
05/05/21 (19:28:10) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
05/05/21 (19:28:10) | DEBUG: Collect and draw completed in 0.117033 seconds
05/05/21 (19:28:10) | DEBUG: Init completed in 0.162218 seconds
05/05/21 (19:33:09) | INFO: New instance of bpytop version 1.0.64 started with pid 3528
05/05/21 (19:33:09) | INFO: Loglevel set to DEBUG
05/05/21 (19:33:09) | DEBUG: Using psutil version 5.8.0
05/05/21 (19:33:09) | DEBUG: CMD: /usr/bin/bpytop
05/05/21 (19:33:10) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
05/05/21 (19:33:10) | DEBUG: Collect and draw completed in 0.177835 seconds
05/05/21 (19:33:10) | DEBUG: Init completed in 0.251485 seconds
05/05/21 (19:34:39) | INFO: Exiting. Runtime 0:01:30 

05/05/21 (19:34:42) | INFO: New instance of bpytop version 1.0.64 started with pid 3658
05/05/21 (19:34:42) | INFO: Loglevel set to DEBUG
05/05/21 (19:34:42) | DEBUG: Using psutil version 5.8.0
05/05/21 (19:34:42) | DEBUG: CMD: /usr/bin/bpytop
05/05/21 (19:34:42) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
05/05/21 (19:34:42) | DEBUG: Collect and draw completed in 0.087041 seconds
05/05/21 (19:34:42) | DEBUG: Init completed in 0.206909 seconds
05/05/21 (19:36:00) | INFO: New instance of bpytop version 1.0.64 started with pid 3919
05/05/21 (19:36:00) | INFO: Loglevel set to DEBUG
05/05/21 (19:36:00) | DEBUG: Using psutil version 5.8.0
05/05/21 (19:36:00) | DEBUG: CMD: /usr/bin/bpytop
05/05/21 (19:36:00) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
05/05/21 (19:36:00) | DEBUG: Collect and draw completed in 0.107862 seconds
05/05/21 (19:36:00) | DEBUG: Init completed in 0.217395 seconds
06/05/21 (06:32:15) | INFO: New instance of bpytop version 1.0.64 started with pid 14524
06/05/21 (06:32:15) | INFO: Loglevel set to DEBUG
06/05/21 (06:32:15) | DEBUG: Using psutil version 5.8.0
06/05/21 (06:32:15) | DEBUG: CMD: /usr/bin/bpytop
06/05/21 (06:32:16) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
06/05/21 (06:32:16) | DEBUG: Collect and draw completed in 0.101794 seconds
06/05/21 (06:32:16) | DEBUG: Init completed in 0.164016 seconds
06/05/21 (06:48:26) | INFO: New instance of bpytop version 1.0.64 started with pid 17222
06/05/21 (06:48:28) | INFO: Loglevel set to DEBUG
06/05/21 (06:48:28) | DEBUG: Using psutil version 5.8.0
06/05/21 (06:48:28) | DEBUG: CMD: /usr/bin/bpytop
06/05/21 (06:48:28) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
06/05/21 (06:48:28) | DEBUG: Collect and draw completed in 0.074079 seconds
06/05/21 (06:48:28) | DEBUG: Init completed in 0.117735 seconds
06/05/21 (08:08:25) | INFO: New instance of bpytop version 1.0.64 started with pid 25988
06/05/21 (08:08:25) | INFO: Loglevel set to DEBUG
06/05/21 (08:08:25) | DEBUG: Using psutil version 5.8.0
06/05/21 (08:08:25) | DEBUG: CMD: /usr/bin/bpytop
06/05/21 (08:08:25) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
06/05/21 (08:08:25) | DEBUG: Collect and draw completed in 0.145267 seconds
06/05/21 (08:08:25) | DEBUG: Init completed in 0.196824 seconds
06/05/21 (09:56:23) | INFO: New instance of bpytop version 1.0.64 started with pid 36168
06/05/21 (09:56:23) | INFO: Loglevel set to DEBUG
06/05/21 (09:56:23) | DEBUG: Using psutil version 5.8.0
06/05/21 (09:56:23) | DEBUG: CMD: /usr/bin/bpytop
06/05/21 (09:56:23) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
06/05/21 (09:56:23) | DEBUG: Collect and draw completed in 0.085790 seconds
06/05/21 (09:56:23) | DEBUG: Init completed in 0.131409 seconds
06/05/21 (12:58:12) | INFO: New instance of bpytop version 1.0.64 started with pid 51359
06/05/21 (12:58:12) | INFO: Loglevel set to DEBUG
06/05/21 (12:58:12) | DEBUG: Using psutil version 5.8.0
06/05/21 (12:58:12) | DEBUG: CMD: /usr/bin/bpytop
06/05/21 (12:58:12) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
06/05/21 (12:58:12) | DEBUG: Collect and draw completed in 0.242450 seconds
06/05/21 (12:58:12) | DEBUG: Init completed in 0.318216 seconds
06/05/21 (17:24:02) | INFO: New instance of bpytop version 1.0.64 started with pid 52426
06/05/21 (17:24:02) | INFO: Loglevel set to DEBUG
06/05/21 (17:24:02) | DEBUG: Using psutil version 5.8.0
06/05/21 (17:24:02) | DEBUG: CMD: /usr/bin/bpytop
06/05/21 (17:24:02) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
06/05/21 (17:24:02) | DEBUG: Collect and draw completed in 0.241083 seconds
06/05/21 (17:24:02) | DEBUG: Init completed in 0.309531 seconds
07/05/21 (13:04:14) | INFO: New instance of bpytop version 1.0.65 started with pid 41907
07/05/21 (13:04:14) | INFO: Loglevel set to DEBUG
07/05/21 (13:04:14) | DEBUG: Using psutil version 5.8.0
07/05/21 (13:04:14) | DEBUG: CMD: /usr/bin/bpytop
07/05/21 (13:04:14) | INFO: Config file version and bpytop version missmatch, will be recreated on exit!
07/05/21 (13:04:15) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
07/05/21 (13:04:15) | DEBUG: Collect and draw completed in 0.083306 seconds
07/05/21 (13:04:15) | DEBUG: Init completed in 0.137662 seconds
07/05/21 (13:35:21) | INFO: New instance of bpytop version 1.0.65 started with pid 47476
07/05/21 (13:35:21) | INFO: Loglevel set to DEBUG
07/05/21 (13:35:21) | DEBUG: Using psutil version 5.8.0
07/05/21 (13:35:21) | DEBUG: CMD: /usr/bin/bpytop
07/05/21 (13:35:21) | INFO: Config file version and bpytop version missmatch, will be recreated on exit!
07/05/21 (13:35:21) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
07/05/21 (13:35:21) | DEBUG: Collect and draw completed in 0.087199 seconds
07/05/21 (13:35:21) | DEBUG: Init completed in 0.137878 seconds
07/05/21 (13:40:48) | INFO: New instance of bpytop version 1.0.65 started with pid 48516
07/05/21 (13:40:48) | INFO: Loglevel set to DEBUG
07/05/21 (13:40:48) | DEBUG: Using psutil version 5.8.0
07/05/21 (13:40:48) | DEBUG: CMD: /usr/bin/bpytop
07/05/21 (13:40:48) | INFO: Config file version and bpytop version missmatch, will be recreated on exit!
07/05/21 (13:40:48) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
07/05/21 (13:40:48) | DEBUG: Collect and draw completed in 0.198442 seconds
07/05/21 (13:40:48) | DEBUG: Init completed in 0.266816 seconds
07/05/21 (15:09:43) | INFO: New instance of bpytop version 1.0.65 started with pid 8066
07/05/21 (15:09:43) | INFO: Loglevel set to DEBUG
07/05/21 (15:09:43) | DEBUG: Using psutil version 5.8.0
07/05/21 (15:09:43) | DEBUG: CMD: /usr/bin/bpytop
07/05/21 (15:09:43) | INFO: Config file version and bpytop version missmatch, will be recreated on exit!
07/05/21 (15:09:43) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
07/05/21 (15:09:43) | DEBUG: Collect and draw completed in 0.446740 seconds
07/05/21 (15:09:43) | DEBUG: Init completed in 0.517509 seconds
07/05/21 (15:10:06) | INFO: New instance of bpytop version 1.0.65 started with pid 8191
07/05/21 (15:10:06) | INFO: Loglevel set to DEBUG
07/05/21 (15:10:06) | DEBUG: Using psutil version 5.8.0
07/05/21 (15:10:06) | DEBUG: CMD: /usr/bin/bpytop
07/05/21 (15:10:06) | INFO: Config file version and bpytop version missmatch, will be recreated on exit!
07/05/21 (15:10:07) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
07/05/21 (15:10:07) | DEBUG: Collect and draw completed in 0.404411 seconds
07/05/21 (15:10:07) | DEBUG: Init completed in 0.705133 seconds
07/05/21 (15:35:24) | INFO: New instance of bpytop version 1.0.65 started with pid 12597
07/05/21 (15:35:24) | INFO: Loglevel set to DEBUG
07/05/21 (15:35:24) | DEBUG: Using psutil version 5.8.0
07/05/21 (15:35:24) | DEBUG: CMD: /usr/bin/bpytop
07/05/21 (15:35:24) | INFO: Config file version and bpytop version missmatch, will be recreated on exit!
07/05/21 (15:35:24) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
07/05/21 (15:35:25) | DEBUG: Collect and draw completed in 0.210686 seconds
07/05/21 (15:35:25) | DEBUG: Init completed in 0.284210 seconds
07/05/21 (16:00:19) | INFO: New instance of bpytop version 1.0.65 started with pid 16362
07/05/21 (16:00:19) | INFO: Loglevel set to DEBUG
07/05/21 (16:00:19) | DEBUG: Using psutil version 5.8.0
07/05/21 (16:00:19) | DEBUG: CMD: /usr/bin/bpytop
07/05/21 (16:00:19) | INFO: Config file version and bpytop version missmatch, will be recreated on exit!
07/05/21 (16:00:19) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
07/05/21 (16:00:19) | DEBUG: Collect and draw completed in 0.261294 seconds
07/05/21 (16:00:19) | DEBUG: Init completed in 0.326663 seconds
07/05/21 (23:01:34) | INFO: New instance of bpytop version 1.0.65 started with pid 52743
07/05/21 (23:01:34) | INFO: Loglevel set to DEBUG
07/05/21 (23:01:34) | DEBUG: Using psutil version 5.8.0
07/05/21 (23:01:34) | DEBUG: CMD: /usr/bin/bpytop
07/05/21 (23:01:34) | INFO: Config file version and bpytop version missmatch, will be recreated on exit!
07/05/21 (23:01:34) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
07/05/21 (23:01:34) | DEBUG: Collect and draw completed in 0.418774 seconds
07/05/21 (23:01:34) | DEBUG: Init completed in 0.499795 seconds
08/05/21 (09:33:10) | INFO: New instance of bpytop version 1.0.65 started with pid 16255
08/05/21 (09:33:10) | INFO: Loglevel set to DEBUG
08/05/21 (09:33:10) | DEBUG: Using psutil version 5.8.0
08/05/21 (09:33:10) | DEBUG: CMD: /usr/bin/bpytop
08/05/21 (09:33:10) | INFO: Config file version and bpytop version missmatch, will be recreated on exit!
08/05/21 (09:33:10) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
08/05/21 (09:33:10) | DEBUG: Collect and draw completed in 0.314942 seconds
08/05/21 (09:33:10) | DEBUG: Init completed in 0.403539 seconds
08/05/21 (12:14:54) | INFO: New instance of bpytop version 1.0.65 started with pid 37231
08/05/21 (12:14:54) | INFO: Loglevel set to DEBUG
08/05/21 (12:14:54) | DEBUG: Using psutil version 5.8.0
08/05/21 (12:14:54) | DEBUG: CMD: /usr/bin/bpytop
08/05/21 (12:14:54) | INFO: Config file version and bpytop version missmatch, will be recreated on exit!
08/05/21 (12:14:54) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
08/05/21 (12:14:55) | DEBUG: Collect and draw completed in 0.097905 seconds
08/05/21 (12:14:55) | DEBUG: Init completed in 0.156332 seconds
08/05/21 (18:54:33) | INFO: New instance of bpytop version 1.0.65 started with pid 42978
08/05/21 (18:54:33) | INFO: Loglevel set to DEBUG
08/05/21 (18:54:33) | DEBUG: Using psutil version 5.8.0
08/05/21 (18:54:33) | DEBUG: CMD: /usr/bin/bpytop
08/05/21 (18:54:33) | INFO: Config file version and bpytop version missmatch, will be recreated on exit!
08/05/21 (18:54:33) | DEBUG: new fstab_filter set : ['/', '/boot/efi']
08/05/21 (18:54:33) | DEBUG: Collect and draw completed in 0.160031 seconds
08/05/21 (18:54:33) | DEBUG: Init completed in 0.213602 seconds
13/05/21 (19:10:05) | INFO: New instance of bpytop version 1.0.65 started with pid 3160
13/05/21 (19:10:05) | INFO: Loglevel set to DEBUG
13/05/21 (19:10:05) | DEBUG: Using psutil version 5.8.0
13/05/21 (19:10:05) | DEBUG: CMD: /usr/bin/bpytop
13/05/21 (19:10:05) | INFO: Config file version and bpytop version missmatch, will be recreated on exit!
13/05/21 (19:10:05) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
13/05/21 (19:10:05) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
13/05/21 (19:10:05) | DEBUG: Collect and draw completed in 0.106599 seconds
13/05/21 (19:10:05) | DEBUG: Init completed in 0.200165 seconds
13/05/21 (19:12:31) | INFO: New instance of bpytop version 1.0.65 started with pid 3726
13/05/21 (19:12:31) | INFO: Loglevel set to DEBUG
13/05/21 (19:12:31) | DEBUG: Using psutil version 5.8.0
13/05/21 (19:12:31) | DEBUG: CMD: /usr/bin/bpytop
13/05/21 (19:12:31) | INFO: Config file version and bpytop version missmatch, will be recreated on exit!
13/05/21 (19:12:31) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
13/05/21 (19:12:31) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
13/05/21 (19:12:31) | DEBUG: Collect and draw completed in 0.106743 seconds
13/05/21 (19:12:31) | DEBUG: Init completed in 0.201146 seconds
13/05/21 (19:12:53) | INFO: Exiting. Runtime 0:00:22 

13/05/21 (19:17:21) | INFO: New instance of bpytop version 1.0.65 started with pid 4992
13/05/21 (19:17:21) | INFO: Loglevel set to DEBUG
13/05/21 (19:17:21) | DEBUG: Using psutil version 5.8.0
13/05/21 (19:17:21) | DEBUG: CMD: /usr/bin/bpytop
13/05/21 (19:17:21) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
13/05/21 (19:17:21) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
13/05/21 (19:17:21) | DEBUG: Collect and draw completed in 0.105959 seconds
13/05/21 (19:17:21) | DEBUG: Init completed in 0.207842 seconds
13/05/21 (20:20:09) | INFO: New instance of bpytop version 1.0.65 started with pid 5710
13/05/21 (20:20:09) | INFO: Loglevel set to DEBUG
13/05/21 (20:20:09) | DEBUG: Using psutil version 5.8.0
13/05/21 (20:20:09) | DEBUG: CMD: /usr/bin/bpytop
13/05/21 (20:20:09) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
13/05/21 (20:20:09) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
13/05/21 (20:20:09) | DEBUG: Collect and draw completed in 0.103924 seconds
13/05/21 (20:20:09) | DEBUG: Init completed in 0.207531 seconds
13/05/21 (20:29:42) | INFO: New instance of bpytop version 1.0.65 started with pid 1464
13/05/21 (20:29:42) | INFO: Loglevel set to DEBUG
13/05/21 (20:29:42) | DEBUG: Using psutil version 5.8.0
13/05/21 (20:29:42) | DEBUG: CMD: /usr/bin/bpytop
13/05/21 (20:29:42) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
13/05/21 (20:29:42) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
13/05/21 (20:29:42) | DEBUG: Collect and draw completed in 0.209508 seconds
13/05/21 (20:29:42) | DEBUG: Init completed in 0.352746 seconds
13/05/21 (20:31:22) | INFO: New instance of bpytop version 1.0.65 started with pid 1878
13/05/21 (20:31:22) | INFO: Loglevel set to DEBUG
13/05/21 (20:31:22) | DEBUG: Using psutil version 5.8.0
13/05/21 (20:31:22) | DEBUG: CMD: /usr/bin/bpytop
13/05/21 (20:31:22) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
13/05/21 (20:31:22) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
13/05/21 (20:31:22) | DEBUG: Collect and draw completed in 0.157499 seconds
13/05/21 (20:31:22) | DEBUG: Init completed in 0.211790 seconds
13/05/21 (20:42:24) | INFO: New instance of bpytop version 1.0.65 started with pid 11352
13/05/21 (20:42:24) | INFO: Loglevel set to DEBUG
13/05/21 (20:42:24) | DEBUG: Using psutil version 5.8.0
13/05/21 (20:42:24) | DEBUG: CMD: /usr/bin/bpytop
13/05/21 (20:42:24) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
13/05/21 (20:42:24) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
13/05/21 (20:42:24) | DEBUG: Collect and draw completed in 0.211612 seconds
13/05/21 (20:42:24) | DEBUG: Init completed in 0.404657 seconds
13/05/21 (20:42:41) | INFO: New instance of bpytop version 1.0.65 started with pid 11390
13/05/21 (20:42:41) | INFO: Loglevel set to DEBUG
13/05/21 (20:42:41) | DEBUG: Using psutil version 5.8.0
13/05/21 (20:42:41) | DEBUG: CMD: /usr/bin/bpytop
13/05/21 (20:42:41) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
13/05/21 (20:42:41) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
13/05/21 (20:42:41) | DEBUG: Collect and draw completed in 0.105992 seconds
13/05/21 (20:42:41) | DEBUG: Init completed in 0.215471 seconds
13/05/21 (19:49:44) | INFO: New instance of bpytop version 1.0.65 started with pid 4009
13/05/21 (19:49:44) | INFO: Loglevel set to DEBUG
13/05/21 (19:49:44) | DEBUG: Using psutil version 5.8.0
13/05/21 (19:49:44) | DEBUG: CMD: /usr/bin/bpytop
13/05/21 (19:49:44) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
13/05/21 (19:49:45) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
13/05/21 (19:49:45) | DEBUG: Collect and draw completed in 0.066827 seconds
13/05/21 (19:49:45) | DEBUG: Init completed in 0.184676 seconds
13/05/21 (20:39:15) | INFO: New instance of bpytop version 1.0.65 started with pid 13480
13/05/21 (20:39:15) | INFO: Loglevel set to DEBUG
13/05/21 (20:39:15) | DEBUG: Using psutil version 5.8.0
13/05/21 (20:39:15) | DEBUG: CMD: /usr/bin/bpytop
13/05/21 (20:39:15) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
13/05/21 (20:39:15) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
13/05/21 (20:39:16) | DEBUG: Collect and draw completed in 0.119817 seconds
13/05/21 (20:39:16) | DEBUG: Init completed in 0.162548 seconds
13/05/21 (20:59:39) | INFO: New instance of bpytop version 1.0.65 started with pid 1310
13/05/21 (20:59:39) | INFO: Loglevel set to DEBUG
13/05/21 (20:59:39) | DEBUG: Using psutil version 5.8.0
13/05/21 (20:59:39) | DEBUG: CMD: /usr/bin/bpytop
13/05/21 (20:59:39) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
13/05/21 (20:59:39) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
13/05/21 (20:59:39) | DEBUG: Collect and draw completed in 0.072839 seconds
13/05/21 (20:59:39) | DEBUG: Init completed in 0.115502 seconds
13/05/21 (20:59:59) | INFO: New instance of bpytop version 1.0.65 started with pid 1369
13/05/21 (20:59:59) | INFO: Loglevel set to DEBUG
13/05/21 (20:59:59) | DEBUG: Using psutil version 5.8.0
13/05/21 (20:59:59) | DEBUG: CMD: /usr/bin/bpytop
13/05/21 (20:59:59) | ERROR: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
Traceback (most recent call last):
  File "/usr/bin/bpytop", line 1335, in refresh
    for f in os.listdir(d):
FileNotFoundError: [Errno 2] No such file or directory: '/home/necronzero/.config/bpytop/themes'
13/05/21 (20:59:59) | DEBUG: new fstab_filter set : ['/tmp', '/', '/boot']
13/05/21 (20:59:59) | DEBUG: Collect and draw completed in 0.079479 seconds
13/05/21 (20:59:59) | DEBUG: Init completed in 0.122430 seconds
13/05/21 (21:11:26) | INFO: New instance of bpytop version 1.0.65 started with pid 4747
13/05/21 (21:11:26) | INFO: Loglevel set to DEBUG
13/05/21 (21:11:26) | DEBUG: Using psutil version 5.8.0
